,author,title
9016,"Paine, Albert Bigelow",Making Up with Mr. Dog: Hollow Tree Stories
9017,"Paine, Albert Bigelow",The Lucky Piece: A Tale of the North Woods
9018,"Paine, Albert Bigelow",The Hollow Tree Snowed-in Book: being a continuation of the stories about the Hollow Tree and Deep Woods people
9019,"Paine, Albert Bigelow",A Little Garden Calendar for Boys and Girls
9020,"Paine, Albert Bigelow",Life and Lillian Gish
9021,"Paine, Albert Bigelow","The great white way;: a record of an unusual voyage of discovery, and some romantic love affairs amid strange surroundings"
9022,"Oxley, J. Macdonald (James Macdonald)",Bert Lloyd's Boyhood: A Story from Nova Scotia
9023,"Oxley, J. Macdonald (James Macdonald)",The Wreckers of Sable Island
9024,"Oxley, J. Macdonald (James Macdonald)",Donalblane of Darien
9025,"Oxley, J. Macdonald (James Macdonald)",Ti-Ti-Pu: A Boy of Red River
9026,"Oxley, J. Macdonald (James Macdonald)",In Paths of Peril: A Boy's Adventures in Nova Scotia
9027,"Oxley, J. Macdonald (James Macdonald)",Terry's Trials and Triumphs
9028,"Oxley, J. Macdonald (James Macdonald)","My Strange Rescue, and Other Stories of Sport and Adventure in Canada"
9029,"Oxley, J. Macdonald (James Macdonald)",With Rogers on the Frontier: A Story of 1756
9030,"Oxley, J. Macdonald (James Macdonald)",The Family on Wheels
9031,"Oxley, J. Macdonald (James Macdonald)","The Young Woodsman; Or, Life in the Forests of Canada"
9032,A. L. O. E.,The Crown of Success
9033,A. L. O. E.,Hebrew Heroes: A Tale Founded on Jewish History
9034,A. L. O. E.,The Rambles of a Rat
9035,A. L. O. E.,The Spanish Cavalier: A Story of Seville
9036,A. L. O. E.,"The Children's Tabernacle; Or, Hand-Work and Heart-Work"
9037,A. L. O. E.,Flora
9038,A. L. O. E.,A Wreath of Indian Stories
9039,A. L. O. E.,"Precepts in Practice; or, Stories Illustrating the Proverbs"
9040,A. L. O. E.,Harold's Bride: A Tale
9041,A. L. O. E.,Beyond the Black Waters
9042,A. L. O. E.,Wings and Stings: A Tale for the Young
9043,A. L. O. E.,"Edith and Her Ayah, and Other Stories"
9044,A. L. O. E.,Hymns and Poems
9045,A. L. O. E.,Pride and His Prisoners
9046,"Raymond, Evelyn",Dorothy's Travels
9047,"Raymond, Evelyn",Dorothy on a Ranch
9048,"Raymond, Evelyn",Reels and Spindles: A Story of Mill Life
9049,"Raymond, Evelyn",Dorothy's Triumph
9050,"Raymond, Evelyn",The Brass Bound Box
9051,"Raymond, Evelyn",Divided Skates
9052,"Raymond, Evelyn",Dorothy's House Party
9053,"Raymond, Evelyn","Jessica, the Heiress"
9054,"Raymond, Evelyn",A Sunny Little Lass
9055,"Raymond, Evelyn",A Daughter of the Forest
9056,"Raymond, Evelyn",Dorothy at Oak Knowe
9057,"Raymond, Evelyn",Dorothy's Tour
9058,"Raymond, Evelyn",Dorothy on a House Boat
9059,"Raymond, Evelyn",The Sun Maid: A Story of Fort Dearborn
9060,"Raymond, Evelyn",Jessica Trent: Her Life on a Ranch
9061,"Raymond, Evelyn",Dorothy
9062,"Sayler, H. L. (Harry Lincoln)","On the Edge of the Arctic; Or, An Aeroplane in Snowland"
9063,"Sayler, H. L. (Harry Lincoln)",The Blind Lion of the Congo
9064,"Sayler, H. L. (Harry Lincoln)","The Airship Boys' Ocean Flyer; Or, New York to London in Twelve Hours"
9065,"Sayler, H. L. (Harry Lincoln)","In the Clouds for Uncle Sam; or, Morey Marshall of the Signal Corps"
9066,"Sayler, H. L. (Harry Lincoln)","The Stolen Aeroplane; or, How Bud Wilson Made Good"
9067,"Sayler, H. L. (Harry Lincoln)","The Aeroplane Express; or, The Boy Aeronaut's Grit"
9068,"Sayler, H. L. (Harry Lincoln)","The Boy Aeronauts' Club; or, Flying for Fun"
9069,"Sayler, H. L. (Harry Lincoln)","A Cruise in the Sky; or, The Legend of the Great Pink Pearl"
9070,"Sayler, H. L. (Harry Lincoln)","Battling the Bighorn; or, The Aeroplane in the Rockies"
9071,"Sayler, H. L. (Harry Lincoln)","When Scout Meets Scout; or, The Aeroplane Spy"
9072,"Sayler, H. L. (Harry Lincoln)","The Air Ship Boys : Or, the Quest of the Aztec Treasure"
9073,"Ballou, Maturin M. (Maturin Murray)",Pearls of Thought
9074,"Ballou, Maturin M. (Maturin Murray)","Foot-prints of Travel; Or, Journeyings in Many Lands"
9075,"Ballou, Maturin M. (Maturin Murray)","Due West; Or, Round the World in Ten Months"
9076,"Ballou, Maturin M. (Maturin Murray)",Aztec Land
9077,"Ballou, Maturin M. (Maturin Murray)","Due South; or, Cuba Past and Present"
9078,"Ballou, Maturin M. (Maturin Murray)",The Pearl of India
9079,"Ballou, Maturin M. (Maturin Murray)","History of Cuba; or, Notes of a Traveller in the Tropics: Being a Political, Historical, and Statistical Account of the Island, from its First Discovery to the Present Time"
9080,"Ballou, Maturin M. (Maturin Murray)","Due North; or, Glimpses of Scandinavia and Russia"
9081,"Ballou, Maturin M. (Maturin Murray)",The Story of Malta
9082,"Ballou, Maturin M. (Maturin Murray)","Under the Southern Cross: Or Travels in Australia, Tasmania, New Zealand, Samoa, and Other Pacific Islands"
9083,"Ballou, Maturin M. (Maturin Murray)",Biography of Rev. Hosea Ballou
9084,"Ballou, Maturin M. (Maturin Murray)","Equatorial America: Descriptive of a Visit to St. Thomas, Martinique, Barbadoes, and the Principal Capitals of South America"
9085,"Ballou, Maturin M. (Maturin Murray)","The Sea-Witch; Or, The African Quadroon: A Story of the Slave Coast"
9086,"Ballou, Maturin M. (Maturin Murray)","Fanny Campbell, The Female Pirate Captain: A Tale of The Revolution"
9087,"Ballou, Maturin M. (Maturin Murray)","The Circassian Slave, or, the Sultan's favorite : a story of Constantinople and the Caucasus"
9088,"Ballou, Maturin M. (Maturin Murray)",The Duke's Prize; a Story of Art and Heart in Florence
9089,"Ballou, Maturin M. (Maturin Murray)","The Heart's Secret; Or, the Fortunes of a Soldier: a Story of Love and the Low Latitudes."
9090,"Ballou, Maturin M. (Maturin Murray)",The New Eldorado: A Summer Journey to Alaska
9091,"Westerman, Percy F. (Percy Francis)",The Submarine Hunters: A Story of the Naval Patrol Work in the Great War
9092,"Westerman, Percy F. (Percy Francis)",Wilmshurst of the Frontier Force
9093,"Westerman, Percy F. (Percy Francis)",The Winning of the Golden Spurs
9094,"Westerman, Percy F. (Percy Francis)",Rounding up the Raider: A Naval Story of the Great War
9095,"Westerman, Percy F. (Percy Francis)",The Dispatch-Riders: The Adventures of Two British Motor-cyclists in the Great War
9096,"Westerman, Percy F. (Percy Francis)",The Fight for Constantinople: A Story of the Gallipoli Peninsula
9097,"Westerman, Percy F. (Percy Francis)",The Nameless Island: A Story of Some Modern Robinson Crusoes
9098,"Westerman, Percy F. (Percy Francis)",The Wireless Officer
9099,"Westerman, Percy F. (Percy Francis)",The Quest of the 'Golden Hope': A Seventeenth Century Story of Adventure
9100,"Westerman, Percy F. (Percy Francis)","The Airship ""Golden Hind"""
9101,"Westerman, Percy F. (Percy Francis)",With Beatty off Jutland: A Romance of the Great Sea Fight
9102,"Westerman, Percy F. (Percy Francis)",A Lad of Grit: A Story of Adventure on Land and Sea in Restoration Times
9103,"Westerman, Percy F. (Percy Francis)",A Lively Bit of the Front: A Tale of the New Zealand Rifles on the Western Front
9104,"Westerman, Percy F. (Percy Francis)",A Sub and a Submarine: The Story of H.M. Submarine R19 in the Great War
9105,"Westerman, Percy F. (Percy Francis)",A Watch-dog of the North Sea: A Naval Story of the Great War
9106,"Westerman, Percy F. (Percy Francis)",The Scouts of Seal Island
9107,"Westerman, Percy F. (Percy Francis)",The Stolen Cruiser
9108,"Westerman, Percy F. (Percy Francis)",The Sea-girt Fortress: A Story of Heligoland
9109,"Westerman, Percy F. (Percy Francis)",A Sub. of the R.N.R.: A Story of the Great War
9110,"Westerman, Percy F. (Percy Francis)",The Mystery Ship: A Story of the 'Q' Ships During the Great War
9111,"Westerman, Percy F. (Percy Francis)",To the Fore with the Tanks!
9112,"Westerman, Percy F. (Percy Francis)",The Secret Battleplane
9113,"Westerman, Percy F. (Percy Francis)",Under the White Ensign: A Naval Story of the Great War
9114,"Westerman, Percy F. (Percy Francis)","The Salving of the ""Fusi Yama"": A Post-War Story of the Sea"
9115,"Westerman, Percy F. (Percy Francis)",The Third Officer: A Present-day Pirate Story
9116,"Westerman, Percy F. (Percy Francis)",Under King Henry's Banners: A story of the days of Agincourt
9117,"Westerman, Percy F. (Percy Francis)","Sea Scouts All: How the ""Olivette"" was won"
9118,"Westerman, Percy F. (Percy Francis)","Sea Scouts Abroad: Further Adventures of the ""Olivette"""
9119,"Westerman, Percy F. (Percy Francis)",Winning His Wings: A Story of the R.A.F.
9120,"Westerman, Percy F. (Percy Francis)","The Treasure of the ""San Philipo"""
9121,"Westerman, Percy F. (Percy Francis)","Three short stories from ""The Captain"" volume XXVII: How Dymock Came to Derry; Jack Devereux's Scoop; The Powder Hulk"
9122,"Westerman, Percy F. (Percy Francis)",'Midst Arctic Perils: A Thrilling Story of Adventure in the Polar Regions
9123,"Westerman, Percy F. (Percy Francis)",The Sea Monarch
9124,"Westerman, Percy F. (Percy Francis)",Sea Scouts up-Channel
9125,"Westerman, Percy F. (Percy Francis)",Clipped Wings
9126,"Lee, Vernon",Hortus Vitae: Essays on the Gardening of Life
9127,"Lee, Vernon",The Beautiful: An Introduction to Psychological Aesthetics
9128,"Lee, Vernon",The Spirit of Rome
9129,"Lee, Vernon",Laurus Nobilis: Chapters on Art and Life
9130,"Lee, Vernon",The Countess of Albany
9131,"Lee, Vernon",Renaissance Fancies and Studies: Being a Sequel to Euphorion
9132,"Lee, Vernon",Euphorion - Vol. I: Being Studies of the Antique and the Mediaeval in the Renaissance
9133,"Lee, Vernon",Euphorion - Vol. II: Being Studies of the Antique and the Mediaeval in the Renaissance
9134,"Lee, Vernon",Belcaro; Being Essays on Sundry Aesthetical Questions
9135,"Lee, Vernon",Vanitas: Polite Stories
9136,"Lee, Vernon",Ariadne in Mantua: A Romance in Five Acts
9137,"Lee, Vernon","Limbo, and Other Essays; To which is now added Ariadne in Mantua"
9138,"Lee, Vernon",Penelope Brandling: A Tale of the Welsh coast in the Eighteenth Century
9139,"Lee, Vernon",A Phantom Lover
9140,"Lee, Vernon",Hauntings: Fantastic Stories
9141,"White, Fred M. (Fred Merrick)",The Slave of Silence
9142,"White, Fred M. (Fred Merrick)",Hard Pressed
9143,"White, Fred M. (Fred Merrick)",The Weight of the Crown
9144,"White, Fred M. (Fred Merrick)",The Mystery of the Ravenspurs: A Romance and Detective Story of Thibet and England
9145,"White, Fred M. (Fred Merrick)",The Sundial
9146,"White, Fred M. (Fred Merrick)",The Midnight Guest: A Detective Story
9147,"White, Fred M. (Fred Merrick)",The Corner House
9148,"White, Fred M. (Fred Merrick)",The Nether Millstone
9149,"White, Fred M. (Fred Merrick)",The Yellow Face
9150,"White, Fred M. (Fred Merrick)",The Doom of London
9151,"White, Fred M. (Fred Merrick)",The Crimson Blind
9152,"White, Fred M. (Fred Merrick)",The Mystery of the Four Fingers
9153,"Mitford, Bertram",The Sign of the Spider
9154,"Mitford, Bertram",Aletta: A Tale of the Boer Invasion
9155,"Mitford, Bertram",The Triumph of Hilary Blachland
9156,"Mitford, Bertram",Forging the Blades: A Tale of the Zulu Rebellion
9157,"Mitford, Bertram",A Frontier Mystery
9158,"Mitford, Bertram",The Luck of Gerard Ridgeley
9159,"Mitford, Bertram",The White Shield
9160,"Mitford, Bertram",In the Whirl of the Rising
9161,"Mitford, Bertram",A Veldt Vendetta
9162,"Mitford, Bertram",'Tween Snow and Fire: A Tale of the Last Kafir War
9163,"Mitford, Bertram",The White Hand and the Black: A Story of the Natal Rising
9164,"Mitford, Bertram",A Secret of the Lebombo
9165,"Mitford, Bertram",Renshaw Fanning's Quest: A Tale of the High Veldt
9166,"Mitford, Bertram",A Veldt Official: A Novel of Circumstance
9167,"Mitford, Bertram",The King's Assegai: A Matabili Story
9168,"Mitford, Bertram","John Ames, Native Commissioner: A Romance of the Matabele Rising"
9169,"Mitford, Bertram",The Induna's Wife
9170,"Mitford, Bertram",Haviland's Chum
9171,"Mitford, Bertram",Harley Greenoak's Charge
9172,"Mitford, Bertram",The Red Derelict
9173,"Mitford, Bertram",The Fire Trumpet: A Romance of the Cape Frontier
9174,"Mitford, Bertram",Fordham's Feud
9175,"Mitford, Bertram",Golden Face: A Tale of the Wild West
9176,"Mitford, Bertram",The Sirdar's Oath: A Tale of the North-West Frontier
9177,"Mitford, Bertram",The Ruby Sword: A Romance of Baluchistan
9178,"Mitford, Bertram",Dorrien of Cranston
9179,"Mitford, Bertram",The Heath Hover Mystery
9180,"McElroy, John",The Red Acorn
9181,"McElroy, John",Andersonville: A Story of Rebel Military Prisons
9182,"McElroy, John","Uncle Daniel's Story Of ""Tom"" Anderson, and Twenty Great Battles"
9183,"McElroy, John",The Struggle for Missouri
9184,"McElroy, John","Si Klegg, Book 1: His Transformation from a Raw Recruit to a Veteran"
9185,"McElroy, John","Si Klegg, Book 2: Thru the Stone River Campaign and in Winter Quarters at Murfreesboro"
9186,"McElroy, John","Si Klegg, Book 3: Si and Shorty Meet Mr. Rosenbaum, the Spy, Who Relates His Adventures"
9187,"McElroy, John","Si Klegg, Book 4: Experiences of Si and Shorty on the Great Tullahoma Campaign"
9188,"McElroy, John","Si Klegg, Book 5: The Deacon's Adventures at Chattanooga in Caring for the Boys"
9189,"McElroy, John","Si Klegg, Book 6: Si and Shorty, with Their Boy Recruits, Enter on the Atlanta Campaign"
9190,"McElroy, John","Si Klegg, Complete, Books 1-6"
9191,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 01: Introduction I
9192,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 02: Introduction II
9193,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 03: 1555
9194,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 04: 1555-59
9195,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 05: 1559-60
9196,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 06: 1560-61
9197,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 07: 1561-62
9198,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 08: 1563-64
9199,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 09: 1564-65
9200,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 10: 1566, part I"
9201,"Motley, John Lothrop",The Rise of the Dutch Republic — Complete (1555-66)
9202,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 11: 1566, part II"
9203,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 12: 1567, part I"
9204,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 13: 1567, part II"
9205,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 14: 1568, part I"
9206,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 15: 1568, part II"
9207,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 16: 1569-70
9208,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 17: 1570-72
9209,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 18: 1572
9210,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 19: 1572-73
9211,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 20: 1573
9212,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 21: 1573-74
9213,"Motley, John Lothrop",The Rise of the Dutch Republic — Complete (1566-74)
9214,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 22: 1574-76
9215,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 23: 1576
9216,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 24: 1576-77
9217,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 25: 1577, part II"
9218,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 26: 1577, part III"
9219,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 27: 1577-78
9220,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 28: 1578, part II"
9221,"Motley, John Lothrop","The Rise of the Dutch Republic — Volume 29: 1578, part III"
9222,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 30: 1579-80
9223,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 31: 1580-82
9224,"Motley, John Lothrop",The Rise of the Dutch Republic — Volume 32: 1582-84
9225,"Motley, John Lothrop",The Rise of the Dutch Republic — Complete (1574-84)
9226,"Motley, John Lothrop",The Rise of the Dutch Republic — Complete (1555-84)
9227,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1584"
9228,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1584-85a"
9229,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585b"
9230,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585c"
9231,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585d"
9232,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585e"
9233,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585f"
9234,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1585e-86a"
9235,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1586b"
9236,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1586c"
9237,"Motley, John Lothrop",History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce — Complete (1584-86)
9238,"Motley, John Lothrop","History of the United Netherlands, 1586c"
9239,"Motley, John Lothrop","History of the United Netherlands, 1586d"
9240,"Motley, John Lothrop","History of the United Netherlands, 1586e"
9241,"Motley, John Lothrop","History of the United Netherlands, 1587a"
9242,"Motley, John Lothrop","History of the United Netherlands, 1587b"
9243,"Motley, John Lothrop","History of the United Netherlands, 1587d"
9244,"Motley, John Lothrop","History of the United Netherlands, 1588a"
9245,"Motley, John Lothrop","History of the United Netherlands, 1588b"
9246,"Motley, John Lothrop","History of the United Netherlands, 1588d"
9247,"Motley, John Lothrop","History of the United Netherlands, 1586-89 — Complete"
9248,"Motley, John Lothrop","History of the United Netherlands, 1590a"
9249,"Motley, John Lothrop","History of the United Netherlands, 1590b"
9250,"Motley, John Lothrop","History of the United Netherlands, 1590-92"
9251,"Motley, John Lothrop","History of the United Netherlands, 1592-94"
9252,"Motley, John Lothrop","History of the United Netherlands, 1594"
9253,"Motley, John Lothrop","History of the United Netherlands, 1595"
9254,"Motley, John Lothrop","History of the United Netherlands, 1595-96"
9255,"Motley, John Lothrop","History of the United Netherlands, 1597-98"
9256,"Motley, John Lothrop","History of the United Netherlands, 1598"
9257,"Motley, John Lothrop","History of the United Netherlands, 1598-99"
9258,"Motley, John Lothrop","History of the United Netherlands, 1590-99 — Complete"
9259,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1600"
9260,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1600-02"
9261,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1602-03"
9262,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1603-04"
9263,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1604-05"
9264,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1605-07"
9265,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1607a"
9266,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1607b"
9267,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1608a"
9268,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1608b"
9269,"Motley, John Lothrop","History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce, 1609"
9270,"Motley, John Lothrop",History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce — Complete (1600-1609)
9271,"Motley, John Lothrop",History of the United Netherlands from the Death of William the Silent to the Twelve Year's Truce — Complete (1584-1609)
9272,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1609-10"
9273,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1610a"
9274,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1610b"
9275,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1610c-12"
9276,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1609-14"
9277,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1613-15"
9278,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War — Complete (1609-15)"
9279,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1614-17"
9280,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1617"
9281,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1618"
9282,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1618-19"
9283,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War, 1619-23"
9284,"Motley, John Lothrop","Life and Death of John of Barneveld, Advocate of Holland : with a view of the primary causes and movements of the Thirty Years' War — Complete (1614-23)"
9285,"Motley, John Lothrop",Life and Death of John of Barneveld — Complete (1609-1623)
9286,"Motley, John Lothrop",PG Edition of Netherlands series — Complete
9287,"Motley, John Lothrop",Quotations from John L. Motley Works
9288,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 01
9289,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 02
9290,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 03
9291,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 04
9292,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 05
9293,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 06
9294,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 07
9295,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 08
9296,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 09
9297,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Volume 10
9298,"Ebers, Georg",Uarda : a Romance of Ancient Egypt — Complete
9299,"Ebers, Georg",An Egyptian Princess — Volume 01
9300,"Ebers, Georg",An Egyptian Princess — Volume 02
9301,"Ebers, Georg",An Egyptian Princess — Volume 03
9302,"Ebers, Georg",An Egyptian Princess — Volume 04
9303,"Ebers, Georg",An Egyptian Princess — Volume 05
9304,"Ebers, Georg",An Egyptian Princess — Volume 06
9305,"Ebers, Georg",An Egyptian Princess — Volume 07
9306,"Ebers, Georg",An Egyptian Princess — Volume 08
9307,"Ebers, Georg",An Egyptian Princess — Volume 09
9308,"Ebers, Georg",An Egyptian Princess — Volume 10
9309,"Ebers, Georg",An Egyptian Princess — Complete
9310,"Ebers, Georg",The Sisters — Volume 1
9311,"Ebers, Georg",The Sisters — Volume 2
9312,"Ebers, Georg",The Sisters — Volume 3
9313,"Ebers, Georg",The Sisters — Volume 4
9314,"Ebers, Georg",The Sisters — Volume 5
9315,"Ebers, Georg",The Sisters — Complete
9316,"Ebers, Georg",Joshua — Volume 1
9317,"Ebers, Georg",Joshua — Volume 2
9318,"Ebers, Georg",Joshua — Volume 3
9319,"Ebers, Georg",Joshua — Volume 4
9320,"Ebers, Georg",Joshua — Volume 5
9321,"Ebers, Georg",Joshua — Complete
9322,"Ebers, Georg",Cleopatra — Volume 01
9323,"Ebers, Georg",Cleopatra — Volume 02
9324,"Ebers, Georg",Cleopatra — Volume 03
9325,"Ebers, Georg",Cleopatra — Volume 04
9326,"Ebers, Georg",Cleopatra — Volume 06
9327,"Ebers, Georg",Cleopatra — Volume 07
9328,"Ebers, Georg",Cleopatra — Volume 08
9329,"Ebers, Georg",Cleopatra — Volume 09
9330,"Ebers, Georg",Cleopatra — Complete
9331,"Ebers, Georg",The Emperor — Volume 01
9332,"Ebers, Georg",The Emperor — Volume 02
9333,"Ebers, Georg",The Emperor — Volume 03
9334,"Ebers, Georg",The Emperor — Volume 04
9335,"Ebers, Georg",The Emperor — Volume 05
9336,"Ebers, Georg",The Emperor — Volume 06
9337,"Ebers, Georg",The Emperor — Volume 07
9338,"Ebers, Georg",The Emperor — Volume 08
9339,"Ebers, Georg",The Emperor — Volume 09
9340,"Ebers, Georg",The Emperor — Volume 10
9341,"Ebers, Georg",The Emperor — Complete
9342,"Ebers, Georg",Homo Sum — Volume 01
9343,"Ebers, Georg",Homo Sum — Volume 02
9344,"Ebers, Georg",Homo Sum — Volume 03
9345,"Ebers, Georg",Homo Sum — Volume 04
9346,"Ebers, Georg",Homo Sum — Volume 05
9347,"Ebers, Georg",Homo Sum — Complete
9348,"Ebers, Georg",Serapis — Volume 01
9349,"Ebers, Georg",Serapis — Volume 02
9350,"Ebers, Georg",Serapis — Volume 03
9351,"Ebers, Georg",Serapis — Volume 04
9352,"Ebers, Georg",Serapis — Volume 05
9353,"Ebers, Georg",Serapis — Volume 06
9354,"Ebers, Georg",Serapis — Complete
9355,"Ebers, Georg",Arachne — Volume 01
9356,"Ebers, Georg",Arachne — Volume 02
9357,"Ebers, Georg",Arachne — Volume 03
9358,"Ebers, Georg",Arachne — Volume 04
9359,"Ebers, Georg",Arachne — Volume 05
9360,"Ebers, Georg",Arachne — Volume 06
9361,"Ebers, Georg",Arachne — Volume 07
9362,"Ebers, Georg",Arachne — Volume 08
9363,"Ebers, Georg",Arachne — Complete
9364,"Ebers, Georg",The Bride of the Nile — Volume 01
9365,"Ebers, Georg",The Bride of the Nile — Volume 02
9366,"Ebers, Georg",The Bride of the Nile — Volume 03
9367,"Ebers, Georg",The Bride of the Nile — Volume 04
9368,"Ebers, Georg",The Bride of the Nile — Volume 05
9369,"Ebers, Georg",The Bride of the Nile — Volume 06
9370,"Ebers, Georg",The Bride of the Nile — Volume 07
9371,"Ebers, Georg",The Bride of the Nile — Volume 08
9372,"Ebers, Georg",The Bride of the Nile — Volume 09
9373,"Ebers, Georg",The Bride of the Nile — Volume 10
9374,"Ebers, Georg",The Bride of the Nile — Volume 11
9375,"Ebers, Georg",The Bride of the Nile — Volume 12
9376,"Ebers, Georg",The Bride of the Nile — Complete
9377,"Ebers, Georg",A Thorny Path — Volume 01
9378,"Ebers, Georg",A Thorny Path — Volume 02
9379,"Ebers, Georg",A Thorny Path — Volume 03
9380,"Ebers, Georg",A Thorny Path — Volume 04
9381,"Ebers, Georg",A Thorny Path — Volume 05
9382,"Ebers, Georg",A Thorny Path — Volume 06
9383,"Ebers, Georg",A Thorny Path — Volume 07
9384,"Ebers, Georg",A Thorny Path — Volume 08
9385,"Ebers, Georg",A Thorny Path — Volume 09
9386,"Ebers, Georg",A Thorny Path — Volume 10
9387,"Ebers, Georg",A Thorny Path — Volume 11
